,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
24386,28398,2015-03-17,30,17.0,3.0,5.0,2.0,1961.0,1.0,5.0,4.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.251164817999999,0.594626608,0.537304653,6.915202241,1.427172878,1.4058343290000002,1.5740228580000002,5050000
21343,21964,2014-08-28,65,64.0,7.0,9.0,6.0,2015.0,3.0,1.0,1.0,Poselenie Filimonkovskoe,35747947.91,2546,0,0,0,no,no,2942,365,1633,548,28.73814133,4.544916838,6.672811964,38.5338708,14.3385449,13.31457522,14.20739023,4446269
16192,10746,2013-09-25,58,45.0,2.0,5.0,1.0,1961.0,3.0,5.0,2.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,11.65038789,0.102304519,2.063698903,12.32096174,2.058261235,1.5170632780000002,0.4717834729999999,7200000
16078,10475,2013-09-12,40,19.0,8.0,14.0,2.0,1973.0,1.0,8.0,3.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,15.37798426,0.441006689,1.5575563890000002,11.9834375,2.842866139,2.842866139,2.802582264,5990000
21888,23142,2014-09-30,31,21.0,1.0,9.0,1.0,1962.0,1.0,5.0,3.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,10.02365,0.0622369159999999,0.965287117,10.609030699999998,0.144466105,0.144466105,0.265512521,5300000
16318,11051,2013-10-07,30,18.0,4.0,5.0,2.0,1963.0,1.0,5.0,2.0,Juzhnoportovoe,4579593.033,71715,4,0,7,no,no,101708,9458,44334,17923,4.121361677,1.156692201,0.320862243,4.469302271,1.351212551,1.314758211,2.026360032,6800000
24021,27649,2015-01-31,46,44.0,2.0,9.0,4.0,2015.0,1.0,1.0,1.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,15.86904434,0.57643715,0.064325275,14.77844235,2.159295482,2.162658516,0.71814572,3721600
22442,24331,2014-11-05,35,18.0,7.0,9.0,2.0,1973.0,1.0,6.0,2.0,Meshhanskoe,4512002.453,57999,0,1,8,no,no,47245,5919,33502,18578,3.917323809,0.278347142,0.3433966029999999,1.40514412,0.554738453,0.554738453,3.014377492,7600000
18466,15811,2014-03-06,39,28.0,4.0,6.0,2.0,1931.0,2.0,6.0,4.0,Hamovniki,10071560.22,102726,5,1,5,no,no,75377,14868,61102,26756,1.354749974,3.3544346330000003,0.82137446,3.809113211,1.287241741,1.11141884,1.153523035,17700000
20632,20543,2014-07-02,51,25.0,3.0,10.0,2.0,1955.0,2.0,7.0,2.0,Vojkovskoe,5333221.259,64931,2,0,5,no,no,73148,8240,38266,18425,10.47569759,0.101361209,0.446808529,7.717218885,0.1157747309999999,0.1157747309999999,3.208762648,10500000
19821,18762,2014-05-22,62,60.0,5.0,9.0,1.0,1976.0,3.0,8.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,12.01633074,2.8816406430000003,2.1300042930000003,13.44882168,0.5062024039999999,0.5062024039999999,0.715766481,10300000
19698,18493,2014-05-16,73,36.0,5.0,16.0,1.0,2001.0,2.0,11.0,3.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,13.22858491,3.265384903,5.422557509,14.32359058,1.311029616,1.217680975,0.890451841,15500000
16667,11885,2013-11-07,38,22.0,9.0,9.0,1.0,1966.0,2.0,7.0,2.0,Marfino,2104404.816,26943,1,0,0,no,no,80917,3363,15891,7689,9.961777488,0.5406698129999999,0.090133054,6.328607613,1.61482015,1.143817713,0.32087278,3000000
24307,28230,2015-03-05,46,29.0,6.0,9.0,1.0,1974.0,2.0,5.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.29626777,3.584962859,1.623644734,11.91860205,1.839776385,1.733564215,3.144517708,8400000
20002,19141,2014-05-30,39,19.0,14.0,14.0,5.0,1973.0,1.0,9.0,2.0,Altuf'evskoe,3294351.983,55125,1,0,3,no,no,78418,8140,34611,12374,13.67162851,1.850034585,0.307875409,12.37135558,3.388306366,3.250344315,1.184392318,5600000
16880,12347,2013-11-20,57,42.0,7.0,9.0,4.0,1976.0,3.0,6.0,2.0,Birjulevo Zapadnoe,8464344.053,85721,0,0,0,no,no,145088,12273,54914,18534,19.18953372,0.426366342,0.722954542,19.84113051,5.676732317000001,5.812413436,2.001931409,1000000
20405,20061,2014-06-24,31,15.0,1.0,9.0,1.0,1969.0,1.0,6.0,3.0,Pechatniki,18445806.5,83369,0,0,2,no,no,43795,10341,51393,21635,9.589199788,2.711100586,0.571410912,11.21837826,0.913935654,0.913935654,0.8462099359999999,1000000
18171,15151,2014-02-18,80,44.0,20.0,25.0,4.0,2009.0,2.0,14.0,3.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,16.9334225,0.291262875,0.2470837289999999,14.27298327,0.731743936,0.598300711,3.78697118,8000000
17449,13626,2014-01-10,44,18.0,11.0,11.0,1.0,2014.0,1.0,1.0,1.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,25.73525569,4.586082038,1.266142006,29.25445952,2.436882294,2.436882294,7.576225387,4927650
23415,26416,2014-12-15,51,34.0,3.0,9.0,1.0,1971.0,2.0,6.0,2.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,13.19655772,0.8592091590000001,0.231922265,17.31565782,0.588890275,0.588890275,1.525620978,7025000
22888,25319,2014-11-26,42,20.0,4.0,14.0,1.0,1984.0,1.0,8.0,2.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,15.88336436,1.120357867,1.075092489,12.77280316,3.996990084,3.690782221,2.146984973,5700000
18227,15285,2014-02-20,53,34.0,4.0,5.0,2.0,1896.0,3.0,6.0,3.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,3.200106697,2.083448283,0.493054418,2.020630422,1.345774103,1.229346595,1.645558033,9700000
23038,25607,2014-12-01,37,18.0,4.0,14.0,2.0,1996.0,1.0,8.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,10.69493206,2.271554717,0.990438705,11.64572224,0.6813412670000001,0.6813412670000001,1.415220606,6325000
20850,21023,2014-07-22,77,45.0,17.0,17.0,1.0,2011.0,3.0,9.0,2.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,19.4369908,3.3904887610000003,2.925371865,24.94573778,1.021663853,0.410875493,3.169041804,7082400
17620,13988,2014-01-22,39,19.0,12.0,17.0,1.0,1986.0,1.0,8.0,2.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,14.87473166,3.628261271,2.009059329,15.71867428,2.108219769,2.108219769,1.693433434,6100000
18262,15364,2014-02-25,71,34.0,19.0,24.0,6.0,2015.0,2.0,18.0,1.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,10.91522293,3.472752971,0.20305005,11.83170599,4.831326144,3.277297787,1.52225299,12598860
23155,25825,2014-12-04,45,30.0,3.0,5.0,1.0,1964.0,2.0,5.0,2.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,10.17972258,0.96947467,0.5457580910000001,12.56574968,1.604994179,1.252560938,0.8544607120000001,2000000
25231,30313,2015-06-18,74,74.0,12.0,13.0,4.0,2016.0,3.0,10.0,1.0,Poselenie Shherbinka,7878765.472999999,32241,0,0,1,no,no,39873,4207,20445,7589,28.15157234,1.921730588,1.133269037,29.50249497,7.452168749,7.468866947,9.849306808,6136864
19295,17576,2014-04-18,48,1.0,5.0,1.0,1.0,2015.0,1.0,1.0,1.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,15.86904434,0.57643715,0.064325275,14.77844235,2.159295482,2.162658516,0.71814572,3411777
19389,17788,2014-04-23,63,45.0,12.0,12.0,1.0,1979.0,3.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,13.09050363,2.308073561,0.35766935,11.57935003,1.722026521,1.662943646,1.630862675,7800000
21740,22820,2014-09-23,34,14.0,12.0,16.0,1.0,1995.0,1.0,10.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,20.72254314,1.359143015,0.955528331,22.08079007,1.096317766,0.844146178,3.3193979010000003,6800000
21956,23274,2014-10-06,59,40.0,5.0,25.0,2.0,2014.0,2.0,10.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,19.6919043,3.481845093,3.024246456,24.84404146,0.801174699,0.08615836,3.41149159,6087300
21368,22015,2014-08-29,38,20.0,4.0,16.0,1.0,1976.0,1.0,8.0,2.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,14.58749425,2.708886223,0.441587014,14.38657089,1.43240946,1.43240946,0.7337734109999999,6300000
16096,10502,2013-09-14,43,28.0,5.0,9.0,2.0,1966.0,2.0,5.0,2.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,8.626663827,0.1889538969999999,0.837664645,7.71495108,0.668503876,0.668503876,2.289457811,2000000
22107,23640,2014-10-16,78,78.0,0.0,0.0,6.0,2016.0,3.0,0.0,1.0,Nagornoe,5293464.965,77878,3,0,2,no,no,115352,10600,49882,17396,8.672832386,0.869126693,0.786976372,8.463596028,0.424723399,0.41862442,1.508230907,14995821
15971,10242,2013-09-03,52,51.0,14.0,17.0,1.0,2013.0,2.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,5073100
18229,15288,2014-02-21,63,44.0,6.0,12.0,1.0,1971.0,3.0,7.0,4.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,12.22327392,1.289723531,5.497383448,13.26250462,1.632783079,1.632783079,0.335081197,13900000
20102,19385,2014-06-05,33,19.0,4.0,9.0,1.0,1971.0,1.0,6.0,2.0,Vostochnoe Degunino,3875439.354,94564,1,0,4,no,no,64931,13938,59008,21618,12.03859259,0.822056922,0.135955341,8.817786407,1.250030431,1.250030431,0.949706137,5450000
22176,23782,2014-10-21,53,28.0,16.0,16.0,5.0,1998.0,2.0,11.0,2.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,11.23229911,2.615984159,0.7893963209999999,12.52398091,4.096209576000001,4.219959642,1.696361699,1000000
21209,21661,2014-08-19,37,19.0,3.0,14.0,1.0,2006.0,1.0,1.0,3.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,17.71799005,2.803312866,2.393588914,21.75690548,0.558805649,0.558805649,1.6848598819999998,5700000
19568,18195,2014-05-06,37,19.0,1.0,17.0,1.0,2002.0,1.0,7.0,3.0,Severnoe Izmajlovo,4190070.548,85083,0,0,4,no,no,139322,11746,49742,23595,13.37856676,1.579672077,1.908927113,11.42988924,1.634181425,1.634181425,1.98295952,5500000
21895,23160,2014-09-30,61,34.0,2.0,3.0,2.0,1949.0,2.0,9.0,2.0,Vojkovskoe,5333221.259,64931,2,0,5,no,no,73148,8240,38266,18425,10.1906232,0.343914744,0.053202617,7.946211797999999,0.8047895979999999,0.8047895979999999,3.318965472,10700000
24531,28708,2015-03-30,42,23.0,1.0,5.0,2.0,1965.0,2.0,6.0,2.0,Pokrovskoe Streshnevo,13089795.79,53786,4,0,5,no,no,178473,6931,33149,13706,13.23706384,2.478462963,0.2035108119999999,11.10289939,2.054780441,2.0268930480000003,0.148897825,6550000
15806,9550,2013-07-31,37,22.0,4.0,14.0,1.0,1976.0,2.0,6.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,10.65699902,3.126994105,0.383814749,11.39771321,1.839309936,1.839309936,0.7709693259999999,6200000
20054,19275,2014-06-03,74,74.0,1.0,15.0,1.0,2014.0,1.0,1.0,1.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,10.2822989,3.5319580000000004,0.87886613,8.80701564,1.911563817,1.725562579,1.915697019,13452460
19925,18976,2014-05-27,62,36.0,8.0,9.0,1.0,1980.0,3.0,7.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,20.62513907,0.899220896,1.002016208,20.94257265,0.8905086170000001,0.8905086170000001,2.798922053,1000000
23411,26409,2014-12-15,74,42.0,2.0,18.0,1.0,2012.0,3.0,9.0,3.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.75256844,0.2754213219999999,1.146281929,11.61433571,3.860241285,3.772541165,1.86091999,5590000
21940,23239,2014-10-03,54,37.0,3.0,5.0,1.0,2014.0,3.0,5.0,3.0,Cheremushki,5467178.308999999,102618,3,0,6,no,no,130396,12524,65782,24312,8.658091987999999,1.486290017,3.048248458,9.660318149,0.794421245,0.422891619,1.470828774,9300000
21273,21808,2014-08-22,33,17.0,4.0,12.0,5.0,1965.0,1.0,10.0,2.0,Severnoe Izmajlovo,4190070.548,85083,0,0,4,no,no,139322,11746,49742,23595,13.17578194,1.736447615,1.971104207,10.92555277,0.797532447,0.797532447,2.227089468,5900000
15687,8566,2013-06-19,46,45.0,5.0,5.0,1.0,1967.0,2.0,5.0,3.0,Golovinskoe,8841267.454,100846,2,0,5,no,yes,94564,10346,63495,27005,12.70854465,2.276153588,0.442138021,9.512145336,1.772485996,1.772485996,3.630346185,5800000
22792,25122,2014-11-21,34,19.0,8.0,9.0,1.0,1978.0,1.0,6.0,2.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,14.76177573,1.634932154,0.496525367,12.1945886,2.654871069,2.207822459,1.79892784,5500000
23867,27339,2015-01-17,75,46.0,2.0,17.0,1.0,2002.0,3.0,10.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,22.53743406,2.941143185,0.577607926,24.68705988,1.3489888280000002,1.347924912,4.499902203,11200000
23836,27279,2015-01-14,33,17.0,8.0,9.0,1.0,1967.0,1.0,7.0,3.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,10.58142649,4.585468578,0.928542178,7.745846123,1.957797683,2.5310348730000003,1.928854103,6000000
22958,25451,2014-11-28,67,46.0,10.0,16.0,5.0,1994.0,3.0,7.0,3.0,Juzhnoportovoe,4579593.033,71715,4,0,7,no,no,101708,9458,44334,17923,5.481169544,0.138229073,0.167822543,7.417148241,0.796741335,0.911667958,3.49708551,11500000
23687,26949,2014-12-20,45,27.0,9.0,9.0,1.0,1974.0,2.0,5.0,3.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,14.94877327,1.359237304,0.7086161879999999,15.0893109,1.507863207,1.001904154,1.821684457,7850000
23684,26944,2014-12-20,82,48.0,6.0,7.0,1.0,1995.0,3.0,8.0,4.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.337556,1.632647173,1.120944249,16.17994303,1.068193357,1.068193357,5.181761558,13700000
21216,21678,2014-08-20,74,49.0,2.0,10.0,2.0,1958.0,3.0,7.0,4.0,Dorogomilovo,7798452.185,67710,1,0,4,no,no,21040,5739,43413,18558,3.740667823,1.222132745,0.4763366679999999,1.487862499,1.212858694,1.116656867,1.864683331,2000000
17352,13400,2013-12-24,31,16.0,5.0,10.0,2.0,1974.0,1.0,5.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.55081049,2.104187326,0.8973977479999999,10.9167434,0.452191422,0.452191422,1.7899642690000002,5800000
23777,27161,2014-12-26,54,32.0,14.0,17.0,1.0,1996.0,2.0,9.0,2.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.52698744,1.987031901,0.8307050309999999,18.19993503,1.706091256,1.727077112,5.649751017000001,8600000
24479,28587,2015-03-24,50,30.0,10.0,12.0,2.0,1977.0,2.0,8.0,3.0,Filevskij Park,9629358.472,89467,3,0,6,no,no,112804,8294,65115,16058,7.381440232999999,1.258187033,0.128179212,5.72121695,0.251443794,0.2240920539999999,0.583388803,13700000
18784,16514,2014-03-25,29,28.0,4.0,17.0,1.0,2014.0,1.0,1.0,1.0,Poselenie Filimonkovskoe,35747947.91,2546,0,0,0,no,no,2942,365,1633,548,27.00081593,3.088887133,4.517968528,35.62404834,11.42872244,12.65438623,12.61096381,2001270
23854,27306,2015-01-15,44,28.0,4.0,5.0,2.0,1959.0,2.0,5.0,2.0,Severnoe Izmajlovo,4190070.548,85083,0,0,4,no,no,139322,11746,49742,23595,12.32586122,2.598155911,1.524433481,10.48823657,0.6703879620000001,0.6703879620000001,1.86870233,7050000
22536,24548,2014-11-11,43,27.0,7.0,9.0,1.0,1970.0,2.0,5.0,2.0,Timirjazevskoe,10508030.1,81887,2,0,5,no,no,57107,11205,52030,18652,9.172299377,0.078062544,0.166682715,5.523703725,2.003945259,1.375132683,0.94128998,7100000
17676,14095,2014-01-24,38,20.0,2.0,14.0,1.0,1986.0,1.0,8.0,3.0,Zjablikovo,4602089.659,130229,0,0,5,no,no,48439,18221,82231,29777,17.01769068,1.077040167,3.859522545,19.40432399,0.730444111,0.730444111,2.433924954,5800000
17425,13577,2014-01-09,58,37.0,3.0,9.0,1.0,1968.0,3.0,6.0,3.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,11.81261352,1.920884477,0.734948898,12.24343906,0.4546495829999999,0.4546495829999999,0.999365369,9300000
18091,15009,2014-02-14,63,44.0,3.0,12.0,1.0,1974.0,3.0,7.0,3.0,Timirjazevskoe,10508030.1,81887,2,0,5,no,no,57107,11205,52030,18652,6.746056331,0.169877773,0.213129531,2.895948821,0.6543978420000001,0.6543978420000001,3.418401247,10650000
16859,12291,2013-11-19,79,41.0,8.0,12.0,4.0,2013.0,3.0,1.0,1.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,26.91991343,2.640805729,4.507882003,37.40763712,6.009712495,5.684181126,9.416823636,7396800
23177,25889,2014-12-05,31,19.0,5.0,9.0,1.0,1962.0,1.0,5.0,2.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,no,101982,13028,63388,25292,9.469142716,0.567796085,1.167000947,9.864487762,1.392759747,1.461859125,1.013286153,1000000
20443,20142,2014-06-25,38,19.0,8.0,17.0,1.0,1996.0,1.0,8.0,3.0,Brateevo,7587523.226,102590,0,0,5,no,no,85721,12551,69792,20247,15.64402897,2.120819004,3.098828889,17.53847747,0.511314038,0.511314038,1.4929821419999998,6000000
22058,23525,2014-10-14,74,45.0,17.0,17.0,1.0,1999.0,3.0,10.0,3.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,8.309579368,1.256461027,0.0908740869999999,9.938881994,2.0838469980000003,2.077067611,0.323173301,12750000
22665,24830,2014-11-17,64,39.0,1.0,17.0,1.0,2011.0,3.0,8.0,3.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,22.79682419,2.426033035,4.978601263,33.20700579,9.011679888,7.987710207,8.303243644,4328200
18731,16408,2014-03-24,41,20.0,14.0,14.0,1.0,2001.0,1.0,8.0,2.0,Altuf'evskoe,3294351.983,55125,1,0,3,no,no,78418,8140,34611,12374,13.53261546,2.269039422,0.101136475,11.67625217,2.693202958,2.653773936,1.194608413,6100000
16826,12215,2013-11-15,51,33.0,1.0,9.0,1.0,1974.0,3.0,6.0,2.0,Pokrovskoe Streshnevo,13089795.79,53786,4,0,5,no,no,178473,6931,33149,13706,15.16186477,1.234147755,0.183118279,15.81748872,3.466731419,3.466731419,1.799864182,6500000
20342,19915,2014-06-20,44,28.0,8.0,9.0,1.0,1976.0,2.0,6.0,2.0,Chertanovo Central'noe,6879019.637999999,112221,0,0,6,no,no,111874,16719,68254,27248,15.98775372,1.498285846,2.596650065,17.38510284,2.5525969,2.542071465,3.1967417460000003,7100000
24726,29116,2015-04-14,40,18.0,16.0,16.0,1.0,2013.0,1.0,8.0,2.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,25.75471294,4.290643827,1.327858578,28.60330008,1.785722852,1.785722852,7.594666717999999,3565625
24157,27901,2015-02-13,38,19.0,16.0,16.0,1.0,1982.0,1.0,8.0,2.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.998544058,3.065209402,1.534386877,12.19117214,3.595923377,3.583639154,1.326847862,7300000
19248,17476,2014-04-16,37,19.0,5.0,17.0,1.0,1987.0,1.0,7.0,3.0,Sviblovo,4441296.195,60315,1,0,5,no,no,37502,7706,40289,12320,11.51240643,1.3729685669999998,1.057448221,8.423855146000001,0.519473718,0.519473718,2.538582977,7800000
17472,13673,2014-01-13,32,21.0,9.0,9.0,5.0,1964.0,1.0,5.0,3.0,Donskoe,5686537.395,48439,0,0,3,no,no,91100,7033,28737,12669,4.136703232,0.789161542,0.8806690559999999,4.455136358,1.077421182,1.077421182,0.647252519,7000000
20389,20021,2014-06-24,51,29.0,13.0,14.0,1.0,1989.0,2.0,7.0,3.0,Novo-Peredelkino,8591335.051,111023,3,0,1,no,no,132349,12244,81271,17508,20.57560927,3.412687651,1.238172267,24.71735376,0.740125583,0.7213534909999999,8.076338809,7200000
20188,19567,2014-06-10,30,18.0,4.0,9.0,2.0,1961.0,1.0,5.0,3.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,3.226353297,2.034177,0.697561401,2.428262341,1.334318632,1.151053689,1.417844022,6809000
19098,17162,2014-04-09,38,19.0,14.0,16.0,5.0,1977.0,1.0,9.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,13.04824043,1.384336122,1.576042938,12.68904297,2.1343643,1.573697525,1.188234896,6300000
21484,22274,2014-09-06,32,21.0,7.0,9.0,5.0,1965.0,1.0,5.0,2.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,12.89065094,1.930770232,0.920359857,12.70709098,0.910567219,0.910567219,0.7814561959999999,5500000
24519,28671,2015-03-27,43,27.0,9.0,9.0,1.0,1974.0,2.0,6.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.45997346,1.076830241,1.380863629,14.32877163,1.620597324,1.620597324,1.439379217,7000000
25131,30050,2015-05-29,65,35.0,5.0,7.0,2.0,1950.0,2.0,7.0,2.0,Juzhnoportovoe,4579593.033,71715,4,0,7,no,no,101708,9458,44334,17923,5.658212402,0.278541487,0.308692494,7.26419896,0.643792054,0.643792054,3.717937111,10500000
15793,9477,2013-07-26,40,27.0,3.0,5.0,2.0,1963.0,2.0,5.0,2.0,Losinoostrovskoe,5361326.947,80917,1,0,1,no,no,79576,9111,49063,22743,13.24149106,0.6977058,0.112701267,9.623384731,2.024922565,2.024922565,0.267128102,6100000
20738,20796,2014-07-11,37,21.0,3.0,9.0,1.0,1979.0,1.0,7.0,2.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,12.6668612,1.1147798759999998,1.212663634,12.7428933,0.948821766,0.948821766,1.6665123869999998,5800000
21389,22057,2014-09-01,59,39.0,5.0,5.0,2.0,1956.0,2.0,6.0,2.0,Filevskij Park,9629358.472,89467,3,0,6,no,no,112804,8294,65115,16058,6.874057347999999,1.7683598880000002,0.417151191,7.03809953,1.064947656,1.064947656,0.260671563,10500000
19169,17323,2014-04-12,59,39.0,8.0,9.0,1.0,1968.0,3.0,6.0,2.0,Ivanovskoe,10207215.1,122862,1,0,1,no,no,157010,12919,77612,32331,13.26318525,0.5037470479999999,0.860179018,13.11842961,1.837537487,1.840741368,2.267715296,8000000
21534,22385,2014-09-10,76,46.0,8.0,27.0,6.0,2006.0,3.0,9.0,3.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,9.64172442,0.416898687,2.170051837,10.21057427,3.531657248,3.721328283,0.492340371,17350000
16599,11718,2013-10-31,37,36.0,17.0,17.0,4.0,2015.0,1.0,6.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,3918024
18446,15758,2014-03-05,33,19.0,8.0,9.0,1.0,1971.0,1.0,6.0,2.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,13.12940654,0.808891039,0.7927789540000001,13.90209179,1.108997068,0.997844255,1.945847847,5000000
22875,25296,2014-11-25,52,30.0,11.0,14.0,1.0,1986.0,2.0,8.0,4.0,Zjablikovo,4602089.659,130229,0,0,5,no,no,48439,18221,82231,29777,16.73254203,1.280506625,3.611693519,18.5574219,1.182683482,1.182683482,2.146976496,9000000
23989,27595,2015-01-29,34,19.0,7.0,12.0,5.0,1972.0,1.0,9.0,3.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,13.95904796,2.340632592,1.074360661,13.90498512,1.486090796,1.561363876,0.803066195,976000
20463,20203,2014-06-26,26,15.0,7.0,9.0,1.0,1974.0,1.0,6.0,2.0,Chertanovo Juzhnoe,9282438.657,143661,3,0,9,no,no,112221,17830,93309,32522,17.23551245,0.3813284999999999,0.551750041,16.46755139,0.5082310489999999,0.5082310489999999,2.0707282190000003,5050000
20246,19696,2014-06-16,76,51.0,2.0,8.0,2.0,1959.0,3.0,8.0,2.0,Sokol,3496889.653,57107,0,0,3,no,no,57995,6807,36496,13804,9.860631856,0.521633294,0.214944537,7.755781089,0.7288370609999999,0.7288370609999999,3.073899319,14000000
22931,25403,2014-11-27,73,44.0,2.0,21.0,5.0,2007.0,3.0,10.0,1.0,Obruchevskoe,6050064.566000001,78616,2,1,4,no,no,83844,9414,51445,17757,11.88084471,0.342590149,4.541115696,12.98437197,2.225606904,2.225606904,0.519384033,14500000
24348,28324,2015-03-12,38,20.0,2.0,12.0,1.0,1988.0,1.0,8.0,2.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,no,101982,13028,63388,25292,9.072785496,0.04927382,1.062078986,9.224559707,1.135241377,1.006735124,0.827326259,6000000
20217,19629,2014-06-11,51,30.0,8.0,17.0,1.0,1997.0,2.0,8.0,3.0,Filevskij Park,9629358.472,89467,3,0,6,no,no,112804,8294,65115,16058,7.685614749,0.8160207420000001,0.658207193,9.007308744,3.537535587,3.50410917,1.543863591,11600000
22698,24899,2014-11-18,52,34.0,3.0,9.0,1.0,1975.0,3.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.65442551,3.018321427,1.052291179,11.50934485,0.91868285,0.8157447990000001,2.331283043,8000000
19730,18544,2014-05-17,29,15.0,10.0,12.0,1.0,1971.0,1.0,6.0,3.0,Chertanovo Juzhnoe,9282438.657,143661,3,0,9,no,no,112221,17830,93309,32522,16.95025312,0.727713883,0.305955572,16.89019701,0.930876673,0.930876673,2.260250072,5640000
